id,kood,nimi,markus,sort,tase,jrk
2112,012031008,"Kus, kaasik, kaua olid","ERlA 2911. Kus, kaasik, kaua olid: Kagu-Eestis tuntud, funktsioonilt ligidane laulule 2396 (""Kus kaua
viibisite"") koos vastusega 2397, sisult ligidane karjase pilkele (644). Lauldud mõrsjapoolsete poolt
saajarongi laulikutele. Vastused lähtuvad motiivist ""anti halb hobustepoiss""",2,3,
2113,011005021,See neiu minu nimel,,2,3,
2114,011003031,Neiud lähevad ära,,2,3,
2115,010001033,Nõiutud kodu,,2,3,
2116,011006056,Neiu tahab härrale,,2,3,
2117,011004019,"Vea vett, neiu!",,2,3,
2118,007001001,Anna aega itkeda!,,2,3,
2119,011001050,Tehke ruumi peiule!,,2,3,
2120,005001024,Linakitkumise mäng,kas on uuem või vanem mäng?,2,3,
2121,005001001,Armastuse avaldamise mäng,507. ARMASTUSE AVALDAMISE MÄNG,2,3,
2122,015001004,Ronk,,2,3,
2123,007001015,Nutust ilus,ERlA 1207. NUTUST ILUS,2,3,
2124,010003001,Ei jõua sugu sööta,ERlA 1896. El JÕUA SUGU SÖÖTA,2,3,
2125,011006081,Tulge tuleval aastal,ERlA 2211. TULGE TULEVAL AASTAL,2,3,
2126,011001002,Habemik poiss,ERlA 1954. HABEMIK POISS,2,3,
2127,013002008,Hea ja halb mees,"ajutine nimi tervele laulurühmale, vajab täpsustamist!",2,3,
2128,017002013,"Kivi otsan, kääni otsan",,2,3,
2129,011006046,Meelepärasele mehele,ERlA 2264. MEELEPÄRASELE MEHELE,2,3,
2130,015003001,Ahjusõnad,ERLA 3222. AHJUSÕNAD,2,3,
2131,011006001,Armsale lähen saiatagi,ERLA 2263. ARMSALE LÄHEN SAIATAGI,2,3,
2132,003009001,"Andres, arurebane","ERLA 268. ANDRES, ARUREBANE",2,3,
2133,011001056,Võtaks naise,ERLA 2129. VÕTAKS NAISE,2,3,
2134,011003063,Öeldi kaua kasvanud,ERLA 2055. ÖELDI KAUA KASVANUD,2,3,
2135,011003064,"Öeldi kurjaks, on kurjemaid","ERLA 2057. ÖELDI KURJAKS, ON KURJEMAID",2,3,
2136,011004025,Ära mine noorelt mehele!,ERLA 2305. ÄRA MINE NOORELT MEHELE!,2,3,
2137,011002018,Ära võta rikast,ERLA 2167. ÄRA VÕTA RIKAST,2,3,
2138,011003060,Ära pane näljasele,ERLA 2276. ÄRA PANE NÄLJASELE,2,3,
2139,011002011,"Ära naera neide, õde alles kodus","ERLA 1963. ÄRA NAERA NEIDE, ÕDE ALLES KODUS",2,3,
2140,010001047,Õnnetu õdede ori,ERLA 1904. ÕNNETU ÕDEDE ORI,2,3,
2141,007003031,Peretütar ja vaeslaps kündmas,ERLA 1650. PERETÜTAR JA VAESLAPS KÜNDMAS,2,3,
2142,008001019,Vaese hobu,ERLA 1251. VAESE HOBU,2,3,
2143,011001020,Neidude vahel soe,ERlA 1982. NEIDUDE VAHEL SOE,2,3,
2144,001001020,Varga hirm,ERLA 1187. VARGA HIRM.,2,3,
2145,010008,Vend ja õde,,1,2,
2146,010008002,"Vend kasvatas, õde ihkab mehele","ERLA 1883. VEND KASVATAS, ÕDE IHKAB MEHELE",2,3,
2147,010008003,Vend sõjas,ERLA 1890. VEND SÕJAS,2,3,
2148,015002005,Vitsasõnad,ERLA 3214. VITSASÕNAD,2,3,
2149,007003045,Tuuakse võõrasema,ERLA 1629. TUUAKSE VÕÕRASEMA,2,3,
2150,006005046,Võõral põllul,ERLA 770. VÕÕRAL PÕLLUL,2,3,
2151,006010025,Väsinud lõikaja,ERLA 763. VÄSINUD LÕIKAJA,2,3,
2152,015003020,Äestamisesõnad,ERLA 3228. ÄESTAMISESÕNAD,2,3,
2153,011002003,Rikas läheb haisema,ERLA 2168. RIKAS LÄHEB HAISEMA,2,3,
2154,011004022,Ära ihka ilusale!,ERLA 2310. ÄRA IHKA ILUSALE!,2,3,
2155,011004024,Ära mine lesele!,ERLA 2316. ÄRA MINE LESELE!,2,3,
2156,015004043,Veresulgemise sõnad,ERLA 3278. VERESULGEMISE SÕNAD,2,3,
2157,014001014,Uni ukselta küsima,ERLA 3131. UNI UKSELTA KÜSIMA,2,3,
2158,015004021,Rauasõnad,ERLA 3283. RAUASÕNAD,2,3,
2159,011001006,Kange mees hoopleb,ERLA 1923. KANGE MEES HOOPLEB,2,3,
2160,011001060,"Ühest ei hooli, kahte ei karda","ERLA 1924. ÜHEST EI HOOLI, KAHTE EI KARDA",2,3,
2161,011001009,Kuulsad poisid,ERLA 1935. KUULSAD POISID.,2,3,
2162,011001059,Ühes sööme-joome,ERLA 1941. ÜHES SÖÖME-JOOME.,2,3,
2163,011001011,Laenatud reega kosja,ERLA 1969. LAENATUD REEGA KOSJA.,2,3,
2164,011001008,"Kui teaks, kus neiud magavad","ERLA 1976. KUI TEAKS, KUS NEIUD MAGAVAD.",2,3,
2165,001001008,Külapoiste jäljed,ERLA 1985. KÜLAPOISTE JÄLJED.,2,3,
2166,011001026,"Oleks tiivad, lendaks neiude juurde","ERLA 1977. OLEKS TIIVAD, LENDAKS NEIUDE JUURDE.",2,3,
2167,011001015,Maksa ära neiu võlg,ERLA 1994. MAKSA ÄRA NEIU VÕLG.,2,3,
2168,012024001,Tuld lõid sängi tulbad,,2,3,
2169,011008008,Naise tegemine,ERLA 2003. NAISE TEGEMINE.,2,3,
2170,011008010,Poissmehepõlve kiitus,ERLA 2004. POISSMEHEPÕLVE KIITUS,2,3,
2171,011008011,Vallas vanapoisse palju,ERLA 2013. VALLAS VANAPOISSE PALJU.,2,3,
2172,011008015,Vanapoisi surm,ERLA 2022. VANAPOISI SURM.,2,3,
2173,011003004,Iluaeg,ERLA 2026. ILUAEG.,2,3,
2174,011003048,Poisi ja tüdruku laul,ERLA 2030. POISI JA TÜDRUKU LAUL.,2,3,
2175,011003042,Pakkus sõrmust,ERLA 2048. PAKKUS SÕRMUST,2,3,
2176,011003053,Puhas kui puurilind,ERLA 2053. PUHAS KUI PUURILIND.,2,3,
2177,011003027,Mõisameeste armuke,ERLA 2079. MÕISAMEESTE ARMUKE.,2,3,
2178,011005020,Saaremaa põlemine,ERLA 2117. SAAREMAA PÕLEMINE.,2,3,
2179,011006065,Ootasin ammu,ERLA 2127. OOTASIN AMMU.,2,3,
2180,011006050,Mõelge mõni minule,ERLA 2128. MÕELGE MÕNI MINULE.,2,3,
2181,011001029,"Pane tütred mehele, saan naise","ERLA 2130. PANE TÜTRED MEHELE, SAAN NAISE.",2,3,
2182,011005017,Oleks mul naine,ERLA 2138. OLEKS MUL NAINE.,2,3,
2183,011002001,Karda kurja!,"ERLA 2159. KARDA KURJA! vrd Vanapoiss ja vanatüdruk > Võtaks naise, kardab kurja",2,3,
2184,011003010,Kes mind võtab - võib elada,ERLA 2179. KES MIND VÕTAB - VÕIB ELADA.,2,3,
2185,011003038,"Nõialt küsima, miks poisid põlgavad","2191. NÕIALT KÜSIMA, MIKS POISID PÕLGAVAD vrdl 2190. POISID PÕLGAVAD",2,3,
2186,011003017,Mahajäetud neiu,ERLA 2196. MAHAJÄETUD NEIU.,2,3,
2187,011006075,"Sulle laisk, mulle virk naine","ERLA 2152. SULLE LAISK, MULLE VIRK NAINE.",2,3,
2188,011006063,Oleks peig teada,ERLA 2231. OLEKS PEIG TEADA.,2,3,
2189,011003051,Pole poiste puudu,ERLA 2242. POLE POISTE PUUDU.,2,3,
2190,011003032,Neiud ootavad naiste surma,ERLA 2243. NEIUD OOTAVAD NAISTE SURMA.,2,3,
2191,011003033,Neiud vanaks läinud,ERLA 2254. NEIUD VANAKS LÄINUD,2,3,
2192,011003061,Ära pane paiga tõttu,ERLA 2266. ÄRA PANE PAIGA TÕTTU.,2,3,
2193,011006045,Ma pean kehvale minema,ERLA 2278. MA PEAN KEHVALE MINEMA.,2,3,
2194,011006058,Neiu tahab saksale,ERLA 4775. NEIU TAHAB SAKSALE.,2,3,
2195,011004006,Käi kenasti!,ERLA 2298. KÄI KENASTI!,2,3,
2196,011004005,Katsu kaasa kombeid!,ERLA 2306. KATSU KAASA KOMBEID!,2,3,
2197,007003032,Peretütar ja vaeslaps pühadel,ERIA 1645. PERETÜTAR JA VAESLAPS PÜHADEL.,2,3,
2198,010008001,Veevõetud venda leinamas,"ERlA 1886. Veevõetud venda leinamas: tuntud eP rannikukihelkondades. Ligidane tüübile 8 («Venna otsija»), liitub ka selle lõppu puhuti ja on loetud mõnikord selle eriredaktsiooniks. Erinevus näikse siiski olevat suurem kui redaktsioonide vahel tavaliselt. Vt. ka 1784 ja 3118",2,3,
2199,011003059,Ära müü tütreid,"ERlA 2223. Ära müü tütreid: Kesk- ja Lõuna-Eestis esineb puhuti lapsepõlve- ja kodulauludes ning pulmalauludes. Vrd. 2561 (""Õllehimul andsid tütre"").",2,3,
2200,006008023,Kui seda tuba tehti,"ERlA 848. Kui seda tuba tehti: haruldane; juhuslik arendus tüübist 3117 (""Noorik kodu käimas"").",2,3,
2201,009002005,Rootslaste merelahing,ERlA 1671. ROOTSLASTE MERELAHING,2,3,
2202,003009076,Kägu kukub karjasele,"Kägu kukub karjasele: VK III 316, VK VIII 87, VK IX 50, VK X 319, VK XI 108, VK XII 70, VK XIII 159, ERlV V 177; Kuku, kuku käokene – VK II 176; Kägu kukub töötajale – VK VI 105; Kägu kukub – Lg 215, ERlA 218.",2,3,
2203,005004014,Linn paistab,,2,3,
2204,008005006,Kes koju ootab,"Kes koju ootab?: VK III 8, VK VI 342, VK VIII 307, VK XIII 314, VK XIV 289, ERlV V 32; Kodo meidä oodatasse – VK II 139; Koer-kass ootavad koju – ERlA 1791.",2,3,
2205,012032003,Tulge raha panema!,ERlA 2876. TULGE RAHA PANEMA!,2,3,
2206,012031009,Kütke kaasikutele saun!,ERlA 2923. KÜTKE KAASIKUTELE SAUN!,2,3,
2207,011005023,Tulgu siidisõrmine,,2,3,
2208,012027024,Tänage kosimise eest,ERlA 2528. TÄNAGE KOSIMISE EEST.,2,3,
2209,015004035,Tühüse sõnad,,2,3,
2210,010001011,Kodus ei täinud keegi lüüa,"ERlA 1846. KODUS EI TÄINUD KEEGI LÜÜA. 1846. Kodus ei täinud keegi lüüa: eelistavalt eP tuntud laul. Tüpoloogiliselt kuulub ühte lauluga 1639 — „Võõras peksab, oma hoiab“ (eriarendus); siit on lähtunud ka laulu 1811 („Kallis kasvupõli“) D-redaktsioon ja abielulaul 3107 („Kodus ei löödud“). Vrd. 1470. vrdl Tütar kodus. ",2,3,
2211,011005024,Tütr peab peigu küünis,ERlA 2229. TÜTAR PEAB PEIGU KÜÜNIS,2,3,
2212,011001053,Uhke poisi pilge,,2,3,
2213,013002012,Häbi on ätiks hüüda,ERlA 3065. HÄBI ON ÄTIKS HÜÜDA.,2,3,
2214,006010021,"Unine itkutares, virge ilutares",VP nimetus,2,3,
2215,006010012,"Oota, uni!","ERlA 1107. OOTA, UNl!",2,3,
2216,006010020,"Uni, mine külasse!","ERlA 1106. UNl, MINE KÜLASSE!",2,3,
2217,006010023,Uni tuleb,"vrdl ERlA 1109. UNl TULEB, ÕLED ÕLAL",2,3,
2218,015004036,Ussil huuled punased,"vrdl ERlA 3259. MUUD USSISÕNAD, var 3 ja 6",2,3,
2219,015004040,Uss - sohu!,VP nimetus,2,3,
2220,007003049,Vaeslaps küsib puudelt riideid,"VP nimetus, vrdl ERlA 1658. MILLEST TUNNEB VAESLAPSE",2,3,
2221,007003051,Vaeslaps tahab süüa,ERlA 1628. VAESLAPS TAHAB SÜÜA,2,3,
2222,011002002,Lootsikuga kosja,VP nimetus,2,3,
2223,011008019,Vanapoiss koogu otsas,"Veera Pino nimetus, Karulas 1920ndail laste repertuaaris",2,3,
2224,012025008,Kunas vaene veimed tegi,ERlA 2838. KUNAS VAENE VEIMED TEGI,2,3,
2225,012025025,Veimed väärituile,ERlA 2847. VEIMED VÄÄRITUILE. Vrdl Saksa asemel sandile,2,3,
2226,012027025,"Veli künnab, neiu karjas",VP määratlus,2,3,
2227,008002007,"Kuu, osta orjusest!","ERlA 1302. KUU, OSTA ORJUSEST!",2,3,
2228,006009066,Veli on villane,Lambaniitmine?,2,3,
2229,015004002,Arstimise sõnad,,2,3,
2230,012031011,Velle vihtumine,ERlA 2919. VELLE VIHTUMINE,2,3,
2231,012027019,Pesemata peig,ERlA 2505. PESEMATA PEIG,2,3,
2232,003009006,Hea hobune,,2,3,
2233,012027026,Võttis sao seismast,,2,3,
2234,011001046,Siia jäid sinelõuad,vrdl Habemik poiss,2,3,
2235,012019005,Õe paiga vaatamine,ERlA 2765. ÕE PAIGA VAATAMINE,2,3,
2236,012015003,Ei mina nuta - siga nutab,ERlA 2664. EI MINA NUTA - SIGA NUTAB,2,3,
2237,012028013,"Virk ilutares, laisk itkutares",,2,3,
2238,005004036,Võsikule võõrsile,ERlA 1059. VÕSIKULE VÕÕRSILE,2,3,
2239,012025026,Väike veimevakk,VP nimetus,2,3,
2240,012025005,Kirstus palju veimi,ERlA 2843. KIRSTUS PALJU VEIMI,2,3,
2241,012025027,Ärge kiskuge kirstu!,,2,3,
2242,010001046,Võtsin võid - ei vähenenud,"ERlA 1847. VÕTSIN VÕID - EI VÄHENEND: eL tuntud, rohkem esineb motiivina kodu- ja lapsepõlvelauludes kui omaette iseseisva lauluna. Vt. ka abielulaulu 3109 („Kodus sai võid“), ligidane arendus.",2,3,
2243,006002017,Õitsilised kosja,VP,2,3,
2244,012031001,Ei võetud kaasikuks,"ERlA 2930. El VÕETUD KAASIKUKS: populaarne laul (vrd. 2188). Sisult eneseiroonia. Laulavad peiukodus need, keda mõrsjakoju kaasa ei võetud.",2,3,
2245,013002054,Panid paljakale,ERlA lt 3098. PANID PALJAKALE,2,3,
2246,011006084,Vana kosilase eest pakku,"ERlA lt 2271. Vana kosilase eest pakku: haruldane, improvisatsiooniline arendus.",2,3,
2247,011006006,Ei lähe vanale!,,2,3,
2248,002002016,Ärge tikkuge tõrelema,Pulmades laulikute lahutamine,2,3,
2249,012027029,Ühed armsad mõlemad,ERlA lt 2565. ÜHED ARMSAD MÕLEMAD: Mulgimaal tuntud. Laulavad peiupoolsed.,2,3,
2250,012026004,Ole terve kasvamast,ERlA lt 2946. OLE TERVE KASVAMAST!,2,3,
2251,012005002,Kes sisse sõitnud,Veera Pino määratlus,2,3,
2252,010001017,Kolm venda,Veera Pino nimetus. Vrdl Ühtelaulmine,2,3,
2253,011005008,Kosjade ootamine sügisel,Veera Pino,2,3,
2254,008003023,Kubjas kutsumata,"ERlA lt 1438. Kubjas kutsumata: tuntud üle Eesti, suhteliselt vähe noteeritud. Liitumisi sageli õlleteolauludega, eriti 241 (""Lindude õlu"") ja pulmalauludega. Mõnedes variantides kõneldakse ka kupja kättemaksust kutsumata jätmise eest (liitub veel 1413 ja 1416 red. B). Vrd. lauluga 635 (""Külaliste roog""), ühiseid motiive.",2,3,
2255,008003039,Kupja söök,"motiiv, vrdl ""Külaliste roog""",2,3,
2256,008003034,Kupja kandam,"ERlA lt 1440. Kupja kandam: tuntud ülemaaliselt, noteeritud, hõredalt; esineb üksikuid, juhuslikku laadi kontaminatsioone. Vormilt ligidane lastelauludele või pillilugudele (enamasti kuuesilbiline värss).",2,3,
2257,012028006,Kurja mehega kodu käimas,"Pöördutakse pruudi poole, aga sisult mehe hoiatus. vrd ""Hoia õde ilusti""",2,3,
2258,015004009,Kurja tagasisaatmise sõnad,,2,3,
2259,013002029,Kus kaasa kasvatasin,Veera Pino tüüp,2,3,
2260,012027027,Õllehimul andsid tütre,"ERlA lt 2561. Õllehimul andsid tütre: üle maa tuntud, noteeritud hõredalt. Seotud puhuti parastusega mõrsjaemale",2,3,
2261,012031010,Miks kaasik kahvatu,ERlA 2912. MIKS KAASIK KAHVATU,2,3,
2262,012027003,Ennem annan aida,Pruudi ema kahetsus,2,3,
2263,011003015,Kõlvatu pruut,VP,2,3,
2264,005001013,"Kus olid, kui otsisin","Ei leia esialgu vastet, tundub olevad lõunaeestiline. Sisaldab marjakorjamise motiivi, vahel ka väljaheitehuumorit. Kohati mänguline, viiteid mängimisele.",2,3,
2265,010002016,Kui ema teaks,Vrdl ERlA lt 1828. Kui ema teaks — tooks süüa,2,3,
2266,008003021,Kubjas kammitsasse,"ERlA 1441. Kubjas kammitsasse: Kagu-Eestis tuntud; esineb tihti motiivina kupja pilgetes (näit. 1432), iseseisva lauluna harva",2,3,
2267,008003036,Kupja peksja,vrdl Kurat kubjast kummardagu,2,3,
2268,013002067,Vana ei suuda vallatella,ERlA 3068. VANA EI SUUDA VALLATELLA.,2,3,
2269,007004005,Mullas murepidaja,"ERlA 1596. Mullas murepidaja: iseseisva lauluna haruldane. Motiivina sageli vaeslapse- ja ka lesknaiselauludes (näit. 1578). Esinemisala Põhja-Eesti ja Saaremaa. Saaremaal on nimetatud motiiv väga tihedalt seotud motiiviga „lööge seda, see isatu“. Sisult võrreldav järgmisega, 1597. Liivas linategija: esineb motiivina Kagu-Eestis, vaeslapse- ja lesknaiselauludes (vt. 1616 „Ärge naerge vaeslast!“, 1581 „Ärge naerge lesknaist!“, vt. ka 1578). Sisult võrreldav eelmisega. ",2,3,
2270,011006020,Kaua oodatud,"ERlA 2336. Kaua oodatud: haruldane. Vrd. 197 („Võine mets"")",2,3,
2271,012028014,Ära kanna kuuldut külasse!,"ERlA 2695. Ära kanna kuuldut külasse!: eP tuntud. Ka see on huvitav laul oma psühholoogilise tagapõhja poolest. Laul on ühtpidi suunatud tagarääkimise vastu; teiselt poolt rõhutab, et muret ja raskusi ei tule kanda külasse, kust nagunii abi ei saa.
",2,3,
2272,006010017,"Töö kiidab, töö laidab","ERlA 1087. Töö kiidab, töö laidab: lauluna haruldane, motiivina tuntum, esineb eL",2,3,
2273,011001038,Poiste pilge,Hiljem täpsustamist vajav kogum laule,2,3,
2274,006002020,Õitsil pole hõlmulist,"ERlA 696. Õitsil pole hõlmulist: haruldasepoolne, siia liitub mõnikord 695 („Anti halb hobune“).",2,3,
2275,011001049,Suu man suhkruhais,Motiiv poisi juurde magama meelitamisest,2,3,
2276,010002007,Ema itkeb tütreid,Tõenäoliselt osa Tütarde tapjast? Aga esineb iseseivalt üsna palju,2,3,
2277,002001008,Endine hea hääl,ERlA-s lt 83. HEA HÄÄL redaktsioon C. Endine hea hääl,2,3,
2278,015004004,Haiguste sõnad,Veera Pino määratud,2,3,
2279,007003055,Võõrasema peksab vitsaga,Siirdevormiline?,2,3,
2280,011006086,Vastumeelt kosjad,,2,3,
2281,012031003,Kaasik kaugelt tulnud,"ERlA 2914. Kaasik kaugelt tulnud: tuntud laul (kagus), laulavad need, kes tulevad (mõrsjakodus peiupoolsed ja vastupidi). Vastus laulule 2911. Sisaldab motiive mardi- ja kadrilauludest.",2,3,
2282,012027021,Sammaldunud sai mehele,"Motiivina, sammaldunud perse või puts vanatüdruku sünonüümina",2,3,
2283,011007008,Panin paju oksa peale,"paju oksale pannakse ka kotid (leelu-leelu, leiba palju), sisuliselt vist sama",2,3,
2284,014001002,Kasva karjuseks!,,2,3,
2285,006009058,Sõõru sõirapiima!,"ERlA 870. Sõõru sõirapiima!: Kagu-Eestis tuntud laul, väheseid teisendeid on noteeritud ka läänest. Mõnikord liitub siia laul 859.",2,3,
2286,008004010,Naabervalla sõimamine,,2,3,
2287,015004013,Lõika lahti vaenuküüs,lapse kõndima hakkamiseks,2,3,
2288,015004014,Lõika lahti vaenulinik,silmahaiguste ravi,2,3,
2289,010001002,Hea ja kuri kodu,,2,3,
2290,006010026,Õhtu ja hommik,"Päris täpset vastet pole, aga õhtu kogub orjad kokku, hommik saadab tööle",2,3,
2291,008003013,Ju tuleb verevalaja,"ERlA 1463. Ju tuleb verevalaja: haruldane, siiski kaks arendust: A — eP, B — eL viimane esineb tihti osisena pulmalaulus (ühenduses kurja pruudi pilkega).",2,3,
2292,006002009,Lähme tuld tundma!,,2,3,
2293,012038002,Hool hobuste eest,"ERlA 2433. Hool hobuste eest: üle maa tuntud, laulavad peiupoolsed. Red. A — tuntud eP, red. B — eL. Liitub lauludega 2425, 2431 ja puhuti 702 („Tall taeva all“).",2,3,
2294,012019002,Söötsin - ei söönud,"ERlAA 2760. Söötsin — ei söönud: peamiselt eL tuntud. Liitub puhuti „Ei mõista magada“ (vt. 2472, 2990). Sageli põimub lauluga 2069 („Pirtsakas neiu“). Peiupoolsete vastus laulule 2758 (A-redaktsioonile).",2,3,
2295,003002001,Ilus hirremets,ilus hirremets - paras palgimets,2,3,
2296,003002002,Ilus mets,ebamääraseid ilumetsi,2,3,
2297,003002010,Loomad leinavad metsa,"ERlA 204. Loomad leinavad metsa: näikse olevat juhuslik arendus, võib-olla et seotud lauluga 267 („Karulaaned“).",2,3,
2298,012026003,Härg tapetud-söödud,"ERlA 2943. Härg tapetud-söödud: eL tuntud peamiselt, motiivina esineb ka söögilauludes. Lauldud pulmade lõpetusel, aga ka peiupoolsete poolt mõrsjakodus, meeldetuletuseks, et aeg on sõita peiukoju. Vrd. 617 ja 1271, ka „Suur härg“ (4). Liitub lauluga 2568",2,3,
2299,012025004,Kirst põlema,"ERlA 2858. Kirst põlema: peamiselt eL levinud, kus on õige populaarne. Laulavad mõrsjapoolsed, kui veimedega rahul ei olda. Tüübi põhiosa algusse ja lõppu (keskele ainult erandlikult) lisandub mitmeid motiive, mis on aluseks ka redaktsioonide kujunemisele. Redaktsioonid C ja D on tuntud nii Kagu-Eestis kui ka Mulgimaal, E — ainult Mulgimaal. Teised on lokaalse iseloomuga. eP liitub (õigemini põimub) lauludega 2819 ja 2821. Puhuti lauldud ka peiupoolsete poolt (vt. var. 6099) vastuseks laulule „Kas on kirstumaad“ (2752). Vt. VK IV, 360, nr. 283.",2,3,
2300,007003023,Oma ema ja võõrasema manitsus,"ERlA 1638. Oma ema ja võõrasema manitsus: sellisel kujul — kahepoolsena võrdlemisi haruldane laul. Tuntud küll ühepoolsena, näit. 1845 („Ema ei sunni sulaste nähes“) ja 1912 („Vennanaine sundis sulaste kuuldes“). Sama motiiv esineb ka pulmalauludes (õpetused neiule — ära sunni sulaste kuuldes — vt. 2711). Vaeslapselauluna puhuti liitunud lauluga 1637. Vrd. ka lauludega 1418, 2707 ja 3047.",2,3,
2301,012025021,Vaeslapsel polnud õpetajat,"Vaeslapsest pruudil polnud õpetajat, motiiv.",2,3,
2302,008004003,Hame hatanahast,Teie-meie motiiv,2,3,
2303,012038001,Hirnudes pulma - nuttes koju,Veera Pino tüüp. Üldisem pulma ajal toimunud muutuste kohta. Kas peaks olema üldisemalt loomalaul? ,2,3,
2304,015004006,Hobuse tiirude sõnad,Veera Pino,2,3,
2305,005001004,Humala laenamise mäng,ERlA 467. HUMALA LAENAMISE MÄNG,2,3,
2306,011005022,Suust ma söödaks,ERlA 2178. Suust ma söödaks: Lääne- ja Lõuna-Eestis tuntud; paralleel eelmisele laulule. Vt. ka 2249 («Oleks see mees minu!»). Vrd. 2236 («Küll olid meeles mitu korda»).,2,3,
2307,012027022,"Seni lauljaid, kuni tütreid","ERlA 2559. Seni lauljaid, kuni tütreid: eL tuntud, vrd. lauludega tütrepõlvest kodus (eriti 1856—1858), kus esineb sama motiiv.",2,3,
2308,012026002,Ei tule enne tuhusõna,ERlA 2944. Ei tule enne tuhusõna: eL tuntud. Laulavad mõrsjapoolsed laulikud pärast mõrsja õpetamist väravast väljudes. Äraminemislaul. Liitub sageli tüütuga 2690 («Elage ilusti!»).,2,3,
2309,013002022,Kodus käimas - omaksed surnud,"ERlA 3118. Kodus käimas — omaksed surnud: eL tuntud, ligidane eelmisele tüübile (mõeldav ka sealt lähtumine). Alguse moodustab motiiv «Kodu kaugel» (vt. 3116, vrd. 3117 A-red.), lõppu liitub puhuti 1886 («Veevõetud venda leinamas»). Vrd. 1241 («Vale surmasõnum»).",2,3,
2310,014004004,Kell üks,ErlA 3190,2,3,
2311,014002009,Tule meile!,ERlA 3160.,2,3,
2312,006009043,Neiud otsivad värvitaimi,ERlA 930. NEIUD OTSIVAD VÄRVITAIMI,2,3,
2313,001001009,Kündjad merest,VK VI 15,2,3,
2314,006005001,Ainele abiks,VK VI 94,2,3,
2315,003001046,Ära paista ranna peale!,VK VI 171,2,3,
2316,003007003,Rand haiseb,VK III 300,2,3,
2317,011007016,Tütrel tüli tulemas,"VK VIII, IX",2,3,
2318,013002007,Ema ja ämm,"ERlA 3111. EMA JA ÄMM: : eL tuntud; varianditi küllalt erineva sõnastusega — sidujaks on siin ülesehitus ja teema, vastandatakse ema ja ämma. Moodustab otsese paralleeli vaeslapselauludele, kus võrreldakse~vastandatakse ema ja võõrasema. Vahe on selles, et vaeslapselauludes on üksikud süžeed konsolideerunud eraldi tüüpidesse, abielulauludes aga süžeed veel põimuvad omavahel, moodustades teatava väikese laulurühmakese. Vrd. lauludega 1635—1641.",2,3,
